DUMMY,DUMMY,DUMMY,1
1,18,15,37.29479502
1,18,16,37.37227456
1,18,17,36.57518771
1,18,18,38.36662347
1,18,19,37.69652948
1,18,20,277.0761762
1,19,1,7.967893831
1,19,2,11.80072805
1,19,3,13.45158349
1,19,4,13.68058162
1,19,5,13.83602381
1,19,6,13.21121617
1,19,7,13.7538095
1,19,8,14.71576574
1,19,9,15.74531197
1,19,10,16.18194182
1,19,11,16.61682907
1,19,12,17.00068934
1,19,13,17.48537183
1,19,14,17.52454451
1,19,15,17.17042553
1,19,16,17.60903396
1,19,17,18.13888142
1,19,18,20.09043838
1,19,19,18.66608219
1,19,20,87.82117724
1,20,1,4.796388097
1,20,2,7.128861829
1,20,3,8.085263642
1,20,4,8.216289266
1,20,5,9.08006687
1,20,6,9.578087919
1,20,7,10.32591226
1,20,8,10.31154251
1,20,9,10.58352442
1,20,10,10.22514797
1,20,11,10.75694173
1,20,12,10.47583054
1,20,13,10.03207947
1,20,14,10.59104667
1,20,15,10.94183238
1,20,16,9.962989426
1,20,17,10.33239433
1,20,18,10.27638627
1,20,19,10.12646629
1,20,20,223.2613774
1,21,1,4.340101582
1,21,2,3.733144543
1,21,3,2.63582994
1,21,4,4.02201246
1,21,5,7.15805313
1,21,6,9.08832049
1,21,7,10.326457
1,21,8,9.88167849
1,21,9,9.503022842
1,21,10,9.341697769
1,21,11,10.16784164
1,21,12,10.8905483
1,21,13,11.46395595
1,21,14,10.59937686
1,21,15,10.8397574
1,21,16,11.30494775
1,21,17,11.4119972
1,21,18,10.98087481
1,21,19,9.869776297
1,21,20,73.51431365
1,22,1,4.20378259
1,22,2,6.085557216
1,22,3,6.844670945
1,22,4,6.948014769
1,22,5,7.627701524
1,22,6,7.896081179
1,22,7,8.600465056
1,22,8,8.588095779
1,22,9,8.799653468
1,22,10,8.521946953
1,22,11,8.343432156
1,22,12,8.907758329
1,22,13,8.371656434
1,22,14,8.809543348
1,22,15,9.106310522
1,22,16,9.132378136
1,22,17,8.601573926
1,22,18,8.843984362
1,22,19,8.81116051
1,22,20,130.5752688
1,23,1,3.522239854
1,23,2,5.530879492
1,23,3,6.3232183
1,23,4,6.428661315
1,23,5,7.133629669
1,23,6,7.057024693
1,23,7,8.13716604
1,23,8,8.125763868
1,23,9,8.342402898
1,23,10,8.062119225
1,23,11,8.451316701
1,23,12,8.818199213
1,23,13,7.906133096
1,23,14,8.474137539
1,23,15,8.184985517
1,23,16,8.327726616
1,23,17,8.295726208
1,23,18,7.95102609
1,23,19,6.633056504
1,23,20,112.2571299
1,25,1,0.462234117
1,25,2,1.054929532
1,25,3,1.069548081
1,25,4,0.976710727
1,25,5,1.007625482
1,25,6,1.148213258
1,25,7,1.206553533
1,25,8,1.137205652
1,25,9,2.15757354
1,25,10,1.82875889
1,25,11,1.45525664
1,25,12,1.302865838
1,25,13,1.147444529
1,25,14,1.201802436
1,25,15,1.211531577
1,25,16,1.295836436
1,25,17,1.50070974
1,25,18,2.169836874
1,25,19,3.33486857
1,25,20,3.560984407
1,33,1,43.51833804
1,33,2,17.07505948
1,33,3,9.660563162
1,33,4,42.88236992
1,33,5,19.45227207
1,33,6,12.04507562
1,33,7,52.30953151
1,33,8,23.81675475
1,33,9,14.93942062
1,33,10,59.14736901
1,33,11,26.42591218
1,33,12,16.3622566
1,33,13,63.49293809
1,33,14,28.05109434
1,33,15,17.20836093
1,33,16,66.26379528
1,33,17,29.08735623
1,33,18,17.74786087
1,33,19,70.98510248
1,33,20,18.86527809
1,34,1,13.33117149
1,34,2,5.217461834
1,34,3,3.051248421
1,34,4,1.784955068
1,34,5,1.164373873
1,34,6,0.74096478
1,34,7,13.46217703
1,34,8,5.75891176
1,34,9,3.652285235
1,34,10,2.232837178
1,34,11,1.472760099
1,34,12,0.977167222
1,34,13,17.56322643
1,34,14,7.211856373
1,34,15,4.421212368
1,34,16,2.632105609
1,34,17,1.7030734
1,34,18,1.117157151
1,34,19,20.61003372
1,34,20,0.029270474
1,35,1,182.2059747
1,35,2,70.91216763
1,35,3,41.28883322
1,35,4,24.17092573
1,35,5,15.94354906
1,35,6,35.84586532
1,35,7,122.0956805
1,35,8,78.14202396
1,35,9,50.07234468
1,35,10,30.64728834
1,35,11,20.58440561
1,35,12,91.83876656
1,35,13,160.8852147
1,35,14,99.08479634
1,35,15,61.25858872
1,35,16,36.34629412
1,35,17,23.85543499
1,35,18,108.1516251
1,35,19,193.0136594
1,35,20,83.14451299
1,36,1,62.2065768
1,36,2,24.55156804
1,36,3,14.11465045
1,36,4,60.79869761
1,36,5,27.88697187
1,36,6,17.50652557
1,36,7,73.88011088
1,36,8,34.09098269
1,36,9,21.7410543
1,36,10,83.43273967
1,36,11,37.76931656
1,36,12,23.7694524
1,36,13,89.51758724
1,36,14,40.07553625
1,36,15,24.99001757
1,36,16,93.39745735
1,36,17,41.54604685
1,36,18,25.76828429
1,36,19,100.4247768
1,36,20,26.89079112
1,37,1,26.11672106
1,37,2,10.49819898
1,37,3,6.202097025
1,37,4,3.660068209
1,37,5,2.412578746
1,37,6,1.581385368
1,37,7,27.58327489
1,37,8,11.93614876
1,37,9,7.619871528
1,37,10,4.670177795
1,37,11,3.095718727
1,37,12,2.093994154
1,37,13,36.15289754
1,37,14,15.04786851
1,37,15,9.291340218
1,37,16,5.547098316
1,37,17,3.607017469
1,37,18,2.414019607
1,37,19,42.49906683
1,37,20,0.073624452
1,38,1,198.861363
1,38,2,77.52250209
1,38,3,46.04232813
1,38,4,27.27641614
1,38,5,18.09863887
1,38,6,43.38319556
1,38,7,129.7909916
1,38,8,88.10891213
1,38,9,56.96936922
1,38,10,35.15738793
1,38,11,27.26701367
1,38,12,103.6749348
1,38,13,171.1828464
1,38,14,111.8253932
1,38,15,69.76940543
1,38,16,41.73964425
1,38,17,37.02526125
1,38,18,116.7339041
1,38,19,209.4732436
1,38,20,94.06240746
1,39,1,17.06783552
1,39,2,6.592746971
1,39,3,3.750007639
1,39,4,2.128943951
1,39,5,1.372030795
1,39,6,0.867246146
1,39,7,0.451520003
1,39,8,18.02139254
1,39,9,7.715628676
1,39,10,4.619258959
1,39,11,2.705726468
1,39,12,1.815684688
1,39,13,1.131516123
1,39,14,0.605317054
1,39,15,24.30118959
1,39,16,10.01212514
1,39,17,5.793759315
1,39,18,3.3050561
1,39,19,3.733345191
1,39,20,0.039988395
1,40,1,17.99064804
1,40,2,6.998250694
1,40,3,3.971113278
1,40,4,2.26470441
1,40,5,1.451949834
1,40,6,0.888242561
1,40,7,0.457051991
1,40,8,19.01850206
1,40,9,8.174058159
1,40,10,4.876731507
1,40,11,2.862505084
1,40,12,1.88796438
1,40,13,1.175835136
1,40,14,0.621336493
1,40,15,25.93848566
1,40,16,10.73697074
1,40,17,6.185383412
1,40,18,3.532659469
1,40,19,4.582555439
1,40,20,0.053479336
1,41,1,61.33547289
1,41,2,23.88803941
1,41,3,13.7022139
1,41,4,7.918549808
1,41,5,5.141584755
1,41,6,3.27403027
1,41,7,8.519307203
1,41,8,51.86931127
1,41,9,28.21752164
1,41,10,17.05126786
1,41,11,10.15817365
1,41,12,6.850992777
1,41,13,4.249013067
1,41,14,20.20803075
1,41,15,69.71282612
1,41,16,36.47782272
1,41,17,21.30622786
1,41,18,12.36059261
1,41,19,13.93661334
1,41,20,0.134933132
1,42,1,54.89487122
1,42,2,21.26364786
1,42,3,12.19994849
1,42,4,7.010829221
1,42,5,4.518381623
1,42,6,2.867787427
1,42,7,1.460045955
1,42,8,17.85883049
1,42,9,32.24127782
1,42,10,25.8902938
1,42,11,15.50835821
1,42,12,9.076421536
1,42,13,6.054340478
1,42,14,5.144324461
1,42,15,12.02581675
1,42,16,20.44158353
1,42,17,44.4970245
1,42,18,34.19938516
1,42,19,24.96182433
1,42,20,0.111724124
1,43,1,5.791461012
1,43,2,2.220672134
1,43,3,1.272769632
1,43,4,0.734026342
1,43,5,0.46729824
1,43,6,0.300602796
1,43,7,0.16620462
1,43,8,6.120015896
1,43,9,2.624057549
1,43,10,1.584979034
1,43,11,0.941436577
1,43,12,0.628931396
1,43,13,0.388023128
1,43,14,0.21819047
1,43,15,8.164874535
1,43,16,3.367874555
1,43,17,1.953907021
1,43,18,1.351448083
1,43,19,1.310473076
1,43,20,0.010626286
1,44,1,14.04463182
1,44,2,5.406945813
1,44,3,3.08033286
1,44,4,1.7491254
1,44,5,1.131075023
1,44,6,0.720343224
1,44,7,0.391002029
1,44,8,14.91127248
1,44,9,6.387049735
1,44,10,3.828448474
1,44,11,2.239514266
1,44,12,1.49930753
1,44,13,0.949892904
1,44,14,0.526570633
1,44,15,20.20052393
1,44,16,8.327134257
1,44,17,4.823652118
1,44,18,2.746956142
1,44,19,3.634513243
1,44,20,0.036638262
1,45,1,65.22449046
1,45,2,25.2893703
1,45,3,14.76430581
1,45,4,8.633454264
1,45,5,5.664881018
1,45,6,3.639067362
1,45,7,9.869036154
1,45,8,54.99263313
1,45,9,30.59791489
1,45,10,18.65408664
1,45,11,11.21904189
1,45,12,7.654767492
1,45,13,4.706156081
1,45,14,23.29352756
1,45,15,73.48284112
1,45,16,39.32355086
1,45,17,23.17356824
1,45,18,13.57293102
1,45,19,15.44561844
1,45,20,0.12788356
1,46,1,70.44674522
1,46,2,27.20050449
1,46,3,15.63187845
1,46,4,8.989724218
1,46,5,5.798255504
1,46,6,3.683672647
1,46,7,1.878039503
1,46,8,24.02928316
1,46,9,39.28710802
1,46,10,33.17238227
1,46,11,19.89228796
1,46,12,11.63571961
1,46,13,7.764684529
1,46,14,6.603048964
1,46,15,17.05257685
1,46,16,25.99388826
1,46,17,54.16862241
1,46,18,43.77071094
1,46,19,31.94021283
1,46,20,0.14014518
1,47,1,234.2733517
1,47,2,91.63606687
1,47,3,51.62094179
1,47,4,29.77062604
1,47,5,30.56321526
1,47,6,165.730366
1,47,7,86.58692346
1,47,8,52.01286139
1,47,9,34.90593668
1,47,10,74.96365106
1,47,11,190.8849487
1,47,12,107.0558806
1,47,13,62.24429956
1,47,14,40.86352503
1,47,15,99.01004198
1,47,16,211.9448494
1,47,17,120.194041
1,47,18,71.12224108
1,47,19,61.36543615
1,47,20,117.4500602
1,48,1,15.01960533
1,48,2,5.811847619
1,48,3,3.245775487
1,48,4,1.821557764
1,48,5,1.145569392
1,48,6,0.705964172
1,48,7,0.362870233
1,48,8,1.713556521
1,48,9,13.88376634
1,48,10,6.9103534
1,48,11,3.963789743
1,48,12,2.309422999
1,48,13,1.507841083
1,48,14,0.958713175
1,48,15,0.507376572
1,48,16,3.808432525
1,48,17,18.75132955
1,48,18,8.957074306
1,48,19,1.496656933
1,48,20,0.019301648
1,49,1,14.30246871
1,49,2,5.532373054
1,49,3,3.091833299
1,49,4,1.733861284
1,49,5,1.086715112
1,49,6,0.667798022
1,49,7,0.340420815
1,49,8,1.946388177
1,49,9,12.66393771
1,49,10,6.545378898
1,49,11,3.850153468
1,49,12,2.252445177
1,49,13,1.437470358
1,49,14,0.911481963
1,49,15,0.477200193
1,49,16,4.382310602
1,49,17,17.27927324
1,49,18,8.951093381
1,49,19,7.523008752
1,49,20,0.023229362
1,50,1,112.2885452
1,50,2,43.41234181
1,50,3,24.31741314
1,50,4,13.66603969
1,50,5,8.590583424
1,50,6,5.279427812
1,50,7,4.338397433
1,50,8,36.98510318
1,50,9,55.72662208
1,50,10,51.3191304
1,50,11,30.2996183
1,50,12,17.81324211
1,50,13,11.34486223
1,50,14,13.57857477
1,50,15,31.28385798
1,50,16,41.87280653
1,50,17,56.5184513
1,50,18,66.98030514
1,50,19,60.8734206
1,50,20,0.173374684
1,51,1,5.06922236
1,51,2,1.967030151
1,51,3,1.114716376
1,51,4,0.623528141
1,51,5,0.390914306
1,51,6,0.240010896
1,51,7,0.122479711
1,51,8,0.067697654
1,51,9,5.599244267
1,51,10,2.345544167
1,51,11,1.355210525
1,51,12,0.795597398
1,51,13,0.519042266
1,51,14,0.329613444
1,51,15,0.173793877
1,51,16,0.099289411
1,51,17,7.635199609
1,51,18,3.069494138
1,51,19,0.505880582
1,51,20,0.008143232
1,52,1,54.78526298
1,52,2,21.11724115
1,52,3,11.90410619
1,52,4,6.73036296
1,52,5,4.208129499
1,52,6,5.038410384
1,52,7,14.10698074
1,52,8,20.3756363
1,52,9,24.05112753
1,52,10,14.43307158
1,52,11,8.559238777
1,52,12,10.74318948
1,52,13,16.10078189
1,52,14,20.31142957
1,52,15,23.2936829
1,52,16,24.6266308
1,52,17,17.90716163
1,52,18,12.13601444
1,52,19,22.56968939
1,52,20,29.5190406
1,53,1,5.511016528
1,53,2,2.136065161
1,53,3,1.192279757
1,53,4,0.668182758
1,53,5,0.420640185
1,53,6,0.258909272
1,53,7,0.133054773
1,53,8,5.67085554
1,53,9,2.415398877
1,53,10,1.436116706
1,53,11,0.841465295
1,53,12,0.560260466
1,53,13,0.328851515
1,53,14,0.172669513
1,53,15,7.521766586
1,53,16,3.081294843
1,53,17,1.777680472
1,53,18,1.010890954
1,53,19,1.371698274
1,53,20,0.008366719
1,54,1,4.031852451
1,54,2,1.557880398
1,54,3,0.868124245
1,54,4,0.485636645
1,54,5,0.304629506
1,54,6,0.186391523
1,54,7,0.094424763
1,54,8,4.213341435
1,54,9,1.784686853
1,54,10,1.052777328
1,54,11,0.607959767
1,54,12,0.392430551
1,54,13,0.248517514
1,54,14,0.12943701
1,54,15,5.785284784
1,54,16,2.358804222
1,54,17,1.328848904
1,54,18,0.85215815
1,54,19,0.992377613
1,54,20,0.013253431
1,55,1,6.603614868
1,55,2,2.54970826
1,55,3,1.428379537
1,55,4,0.81098976
1,55,5,0.516960645
1,55,6,4.330140463
1,55,7,1.820159468
1,55,8,1.088091171
1,55,9,0.68915501
1,55,10,0.421336127
1,55,11,5.245679558
1,55,12,2.174773817
1,55,13,1.291655414
1,55,14,0.833382144
1,55,15,0.494080004
1,55,16,5.78849158
1,55,17,2.307176352
1,55,18,1.497085738
1,55,19,1.334770836
1,55,20,1.363232444
1,56,1,4.48E-05
1,56,2,1.32E-05
1,56,3,6.57E-06
1,56,4,2.11E-06
1,56,5,2.24E-06
1,56,9,3.18E-05
1,56,10,9.45E-06
1,56,12,1.62E-06
1,56,14,1.13E-06
1,56,17,4.57E-05
1,56,19,1.62E-05
1,56,20,1.81E-06
1,57,1,5.298581017
1,57,2,1.97786167
1,57,3,1.135259515
1,57,4,0.697437284
1,57,5,0.504379291
1,57,6,0.370781859
1,57,7,0.212895483
1,57,8,0.149498658
1,57,9,3.242066664
1,57,10,1.895139134
1,57,11,0.858126595
1,57,12,0.302042907
1,57,13,0.513780091
1,57,14,0.967165158
1,57,15,0.224349926
1,57,16,0.184506544
1,57,17,1.002299166
1,57,18,5.218452912
1,57,19,4.747927837
1,57,20,0.000121833
1,58,1,6.054610068
1,58,2,2.313309968
1,58,3,1.304018537
1,58,4,5.628126777
1,58,5,2.486287992
1,58,6,1.515023989
1,58,7,6.811540484
1,58,8,2.994824698
1,58,9,1.847401285
1,58,10,7.702898045
1,58,11,3.295675551
1,58,12,2.00114949
1,58,13,8.247914009
1,58,14,3.491128324
1,58,15,2.101021431
1,58,16,8.595539308
1,58,17,3.615754514
1,58,18,2.202326554
1,58,19,8.877498132
1,58,20,0.092651421
1,59,1,2.776045979
1,59,2,1.074218051
1,59,3,0.628277368
1,59,4,0.371726754
1,59,5,0.246367448
1,59,6,0.162133889
1,59,7,2.762780882
1,59,8,1.157499296
1,59,9,0.735682657
1,59,10,0.455957981
1,59,11,0.306698227
1,59,12,0.211279547
1,59,13,3.575038504
1,59,14,1.433867286
1,59,15,0.880411493
1,59,16,0.53080453
1,59,17,0.34996642
1,59,18,0.23752225
1,59,19,4.189718549
1,59,20,0.004179057
1,60,1,25.04208235
1,60,2,9.676329245
1,60,3,5.543409591
1,60,4,3.189422334
1,60,5,2.06263076
1,60,6,1.278151163
1,60,7,24.69900797
1,60,8,10.32163189
1,60,9,6.498659786
1,60,10,3.92487474
1,60,11,2.570217232
1,60,12,1.661174258
1,60,13,32.44044514
1,60,14,13.03764911
1,60,15,7.93934667
1,60,16,4.671002139
1,60,17,3.000905558
1,60,18,1.922030457
1,60,19,38.07696472
1,60,20,0.067649711
1,61,1,4.943339505
1,61,2,1.881599117
1,61,3,1.04959996
1,61,4,5.064778237
1,61,5,2.212891433
1,61,6,1.338496469
1,61,7,6.251781136
1,61,8,2.721947996
1,61,9,1.652175642
1,61,10,7.105438223
1,61,11,3.035153658
1,61,12,1.818501622
1,61,13,7.642436016
1,61,14,3.227012342
1,61,15,1.915094237
1,61,16,7.984840927
1,61,17,3.34934684
1,61,18,2.029497283
1,61,19,8.287351573
1,61,20,0.130039076
1,62,1,12.92522125
1,62,2,5.028251658
1,62,3,3.067394362
1,62,4,1.860392571
1,62,5,1.255162316
1,62,6,0.839562517
1,62,7,13.89084246
1,62,8,5.924316775
1,62,9,3.883908469
1,62,10,2.43765128
1,62,11,1.676580754
1,62,12,1.00283237
1,62,13,18.07424539
1,62,14,7.416524933
1,62,15,4.699301627
1,62,16,2.872009025
1,62,17,1.937489741
1,62,18,1.143029079
1,62,19,19.88402157
1,62,20,0.029333478
1,63,1,29.89389961
1,63,2,11.52934325
1,63,3,6.696619764
1,63,4,3.887097454
1,63,5,2.522481217
1,63,6,1.627883192
1,63,7,30.41618367
1,63,8,12.78884913
1,63,9,8.099372002
1,63,10,4.902840094
1,63,11,3.207219895
1,63,12,2.138460264
1,63,13,40.22949584
1,63,14,16.26462446
1,63,15,9.969542959
1,63,16,5.879667531
1,63,17,3.773370313
1,63,18,2.494518956
1,63,19,44.52921426
1,63,20,0.097457081
1,64,1,3.907923015
1,64,2,1.50884516
1,64,3,0.857694968
1,64,4,0.493064045
1,64,5,0.306979989
1,64,6,0.18828435
1,64,7,0.096983055
1,64,8,4.077769201
1,64,9,1.742129222
1,64,10,1.047162312
1,64,11,0.626289624
1,64,12,0.383726446
1,64,13,0.242819433
1,64,14,0.128463055
1,64,15,5.450714248
1,64,16,2.240619934
1,64,17,1.302100068
1,64,18,0.758925347
1,64,19,0.378653301
1,64,20,0.007341279
1,65,1,4.312819549
1,65,2,1.665694248
1,65,3,0.943385265
1,65,4,0.53926715
1,65,5,0.337781162
1,65,6,0.205059144
1,65,7,0.105217057
1,65,8,4.519556269
1,65,9,1.928048509
1,65,10,1.152078673
1,65,11,0.679158269
1,65,12,0.44269946
1,65,13,0.268297046
1,65,14,0.141525752
1,65,15,6.106864464
1,65,16,2.50704154
1,65,17,1.447846208
1,65,18,0.830926654
1,65,19,0.920757689
1,65,20,0.010435135
1,66,1,7.865551425
1,66,2,3.05720114
1,66,3,1.728393593
1,66,4,0.992797362
1,66,5,0.622267548
1,66,6,0.378613697
1,66,7,0.195363487
1,66,8,8.215760013
1,66,9,3.511573785
1,66,10,2.107268558
1,66,11,1.251187981
1,66,12,0.822924634
1,66,13,0.48828882
1,66,14,0.258421857
1,66,15,10.99343888
1,66,16,4.520610588
1,66,17,2.622135283
1,66,18,1.516105314
1,66,19,1.698821375
1,66,20,0.015224145
1,67,1,6.220016189
1,67,2,2.414631022
1,67,3,1.367890826
1,67,4,0.764176634
1,67,5,0.478910151
1,67,6,0.293717924
1,67,7,0.149452043
1,67,8,0.081937645
1,67,9,6.867625674
1,67,10,2.865801356
1,67,11,1.697933798
1,67,12,0.976479837
1,67,13,0.637108566
