DUMMY,DUMMY,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2,1,15,1.65,15,1.7,5,1,2,1,,,,,,,,,,,,
2,2,15,1.75,15,1.7,5,1,2,1,,,,,,,,,,,,
2,3,15,1.65,15,1.7,5,1,2,1,,,,,,,,,,,,
2,4,15,1.75,15,1.7,5,1,2,1,,,,,,,,,,,,
2,5,15,1.75,15,1.7,5,1,2,1,,,,,,,,,,,,
2,6,15,1.75,15,1.7,5,1,2,1,,,,,,,,,,,,
2,7,15,1.9,15,1.7,5,1.3,2,1,,,,,,,,,,,,
2,8,15,1.9,15,1.7,5,1.3,2,1,,,,,,,,,,,,
2,9,15,1.9,15,1.7,5,1.3,2,1,,,,,,,,,,,,
2,10,15,1.9,15,1.7,5,1.3,2,1,,,,,,,,,,,,
2,11,15,1.8,15,1.7,10,1.4,2,1,,,,,,,,,,,,
2,12,15,1.8,15,1.7,10,1.4,2,1,,,,,,,,,,,,
2,13,15,1.8,15,1.7,10,1.4,2,1,,,,,,,,,,,,
2,14,15,1.8,15,1.7,10,1.4,2,1,,,,,,,,,,,,
2,15,15,1.8,15,1.7,10,1.4,2,1,,,,,,,,,,,,
2,16,15,1.8,15,1.7,10,1.4,2,1,,,,,,,,,,,,
2,17,15,1.8,15,1.7,10,1.4,2,1,,,,,,,,,,,,
2,18,15,1.8,15,1.7,10,1.4,2,1,,,,,,,,,,,,
2,19,15,1.8,15,1.7,10,1.4,2,1,,,,,,,,,,,,
2,20,15,1.8,15,1.7,10,1.4,2,1,,,,,,,,,,,,
2,21,15,1.8,15,1.7,10,1.4,2,1,,,,,,,,,,,,
2,22,15,1.8,15,1.7,10,1.4,2,1,,,,,,,,,,,,
2,23,15,1.8,15,1.7,10,1.4,2,1,,,,,,,,,,,,
2,24,15,1.8,15,1.7,10,1.4,2,1,,,,,,,,,,,,
2,25,15,1.8,15,1.7,10,1.4,2,1,,,,,,,,,,,,
2,26,15,1.8,15,1.7,10,1.4,2,1,,,,,,,,,,,,
3,1,10,1.7,15,1.7,1,0.1,5,1.2,,,,,,,,,,,,
3,2,10,1.6,15,1.7,1,0.1,5,1.2,,,,,,,,,,,,
3,3,14,1.6,15,1.8,8,1.3,5,1.3,,,,,,,,,,,,
3,4,14,2.05,15,1.8,8,1.2,5,1.3,,,,,,,,,,,,
3,5,14,2.05,15,1.8,8,1.2,5,1.3,,,,,,,,,,,,
3,6,12,1.8,15,1.8,8,1.2,5,1.3,,,,,,,,,,,,
3,7,12,1.8,15,1.8,8,1.2,5,1.3,,,,,,,,,,,,
3,8,14,2.05,15,1.8,8,1.2,5,1.3,,,,,,,,,,,,
3,9,14,2.05,15,1.8,8,1.2,5,1.3,,,,,,,,,,,,
3,10,14,2.05,15,1.8,8,1.2,5,1.3,,,,,,,,,,,,
3,11,12,1.7,15,1.7,3,1.2,5,1.2,,,,,,,,,,,,
3,12,12,1.7,15,1.7,3,1.2,5,1.2,,,,,,,,,,,,
3,13,12,1.7,15,1.7,3,1.2,5,1.2,,,,,,,,,,,,
3,14,12,1.7,15,1.7,3,1.2,5,1.2,,,,,,,,,,,,
3,15,12,1.7,15,1.7,3,1.2,5,1.2,,,,,,,,,,,,
3,16,12,1.7,15,1.7,3,1.2,5,1.2,,,,,,,,,,,,
3,17,12,1.7,15,1.7,3,1.2,5,1.2,,,,,,,,,,,,
3,18,12,1.7,15,1.7,3,1.2,5,1.2,,,,,,,,,,,,
3,19,12,1.7,15,1.7,3,1.2,5,1.2,,,,,,,,,,,,
3,20,12,1.7,15,1.7,3,1.2,5,1.2,,,,,,,,,,,,
3,21,12,1.7,15,1.7,3,1.2,5,1.2,,,,,,,,,,,,
3,22,12,1.7,15,1.7,3,1.2,5,1.2,,,,,,,,,,,,
3,23,12,1.7,15,1.7,3,1.2,5,1.2,,,,,,,,,,,,
3,24,12,1.7,15,1.7,3,1.2,5,1.2,,,,,,,,,,,,
3,25,12,1.7,15,1.7,3,1.2,5,1.2,,,,,,,,,,,,
3,26,12,1.7,15,1.7,3,1.2,5,1.2,,,,,,,,,,,,
4,1,15,1.7,15,1.8,15,1.5,20,1.5,,,,,,,,,,,,
4,2,15,1.7,15,1.8,15,1.5,20,1.5,,,,,,,,,,,,
4,3,15,1.7,15,1.8,15,1.5,20,1.5,,,,,,,,,,,,
4,4,15,1.7,15,1.8,13,1.4,20,1.5,,,,,,,,,,,,
4,5,15,1.7,15,1.8,13,1.4,20,1.5,,,,,,,,,,,,
4,6,15,1.7,15,1.8,13,1.4,20,1.5,,,,,,,,,,,,
4,7,15,1.7,15,1.8,15,1.5,20,1.5,,,,,,,,,,,,
4,8,15,1.7,15,1.8,15,1.5,20,1.5,,,,,,,,,,,,
4,9,15,1.7,15,1.8,15,1.5,20,1.5,,,,,,,,,,,,
4,10,15,1.7,15,1.8,15,1.5,20,1.5,,,,,,,,,,,,
4,11,15,1.7,15,1.8,15,1.5,20,1.5,,,,,,,,,,,,
4,12,15,1.7,15,1.8,15,1.5,20,1.5,,,,,,,,,,,,
4,13,15,1.7,15,1.8,15,1.5,20,1.5,,,,,,,,,,,,
4,14,15,1.7,15,1.8,15,1.5,20,1.5,,,,,,,,,,,,
4,15,15,1.7,15,1.8,15,1.5,20,1.5,,,,,,,,,,,,
4,16,15,1.7,15,1.8,15,1.5,20,1.5,,,,,,,,,,,,
4,17,15,1.7,15,1.8,15,1.5,20,1.5,,,,,,,,,,,,
4,18,15,1.7,15,1.8,15,1.5,20,1.5,,,,,,,,,,,,
4,19,15,1.72,15,1.75,15,1.5,20,1.5,,,,,,,,,,,,
4,20,15,1.72,15,1.75,15,1.5,20,1.5,,,,,,,,,,,,
4,21,15,1.72,15,1.75,15,1.5,20,1.5,,,,,,,,,,,,
4,22,15,1.72,15,1.75,15,1.5,20,1.5,,,,,,,,,,,,
4,23,15,1.72,15,1.75,15,1.5,20,1.5,,,,,,,,,,,,
4,24,15,1.72,15,1.75,15,1.5,20,1.5,,,,,,,,,,,,
4,25,15,1.72,15,1.75,15,1.5,20,1.5,,,,,,,,,,,,
4,26,15,1.72,15,1.75,15,1.5,20,1.5,,,,,,,,,,,,
4,27,15,1.72,15,1.75,15,1.5,20,1.5,,,,,,,,,,,,
4,28,15,1.72,15,1.75,15,1.5,20,1.5,,,,,,,,,,,,
4,29,15,1.72,15,1.75,15,1.5,20,1.5,,,,,,,,,,,,
4,30,15,1.72,15,1.75,15,1.5,20,1.5,,,,,,,,,,,,
4,31,15,1.72,15,1.75,15,1.5,20,1.5,,,,,,,,,,,,
4,32,15,1.72,15,1.75,15,1.5,20,1.5,,,,,,,,,,,,
4,33,15,1.72,15,1.75,15,1.5,20,1.5,,,,,,,,,,,,
4,34,15,1.72,15,1.75,15,1.5,20,1.5,,,,,,,,,,,,
4,35,15,1.72,15,1.75,15,1.5,20,1.5,,,,,,,,,,,,
4,36,15,1.72,15,1.75,15,1.5,20,1.5,,,,,,,,,,,,
5,1,20,1.75,22,1.9,10,1.2,0,1.1,,,,,,,,,,,,
5,2,20,1.75,22,1.9,10,1.2,0,1.1,,,,,,,,,,,,
5,3,20,1.75,22,1.9,10,1.2,0,1.1,,,,,,,,,,,,
5,4,20,1.75,22,1.9,10,1.2,0,1.1,,,,,,,,,,,,
5,5,20,1.75,22,1.9,10,1.2,0,1.1,,,,,,,,,,,,
5,6,20,1.75,22,1.9,10,1.2,0,1.1,,,,,,,,,,,,
5,7,20,1.75,22,1.9,10,1.2,0,1.1,,,,,,,,,,,,
5,8,25,1.75,22,1.9,5,1.05,10,1.1,,,,,,,,,,,,
5,9,25,1.75,22,1.9,5,1.05,10,1.1,,,,,,,,,,,,
5,10,25,1.75,22,1.9,5,1.05,10,1.1,,,,,,,,,,,,
5,11,25,1.75,22,1.9,5,1.05,10,1.1,,,,,,,,,,,,
5,12,25,1.75,22,1.9,5,1.05,10,1.1,,,,,,,,,,,,
5,13,25,1.75,22,1.9,5,1.05,10,1.1,,,,,,,,,,,,
5,14,25,1.75,22,1.9,5,1.05,10,1.1,,,,,,,,,,,,
5,15,25,1.82,22,1.9,5,1.05,0,1.1,,,,,,,,,,,,
5,16,25,1.82,22,1.9,5,1.05,0,1.1,,,,,,,,,,,,
5,17,25,1.82,22,1.9,5,1.05,0,1.1,,,,,,,,,,,,
5,18,25,1.82,22,1.9,5,1.05,0,1.1,,,,,,,,,,,,
5,19,25,1.82,22,1.9,5,1.05,0,1.1,,,,,,,,,,,,
5,20,25,1.82,22,1.9,5,1.05,0,1.1,,,,,,,,,,,,
5,21,25,1.82,22,1.9,5,1.05,0,1.1,,,,,,,,,,,,
5,22,25,1.82,22,1.9,5,1.05,0,1.1,,,,,,,,,,,,
5,23,25,1.82,22,1.9,5,1.05,0,1.1,,,,,,,,,,,,
5,24,25,1.82,22,1.9,5,1.05,0,1.1,,,,,,,,,,,,
5,25,25,1.82,22,1.9,5,1.05,0,1.1,,,,,,,,,,,,
5,26,25,1.82,22,1.9,5,1.05,0,1.1,,,,,,,,,,,,
6,1,15,1.5,18,1.8,5,1.2,7,1.6,,,,,,,,,,,,
6,2,20,1.6,25,2.2,5,1.6,7,1.6,,,,,,,,,,,,
6,3,20,1.65,25,2.2,5,1.65,7,1.6,,,,,,,,,,,,
6,4,20,1.6,25,2.2,5,1.3,7,1.6,,,,,,,,,,,,
6,5,20,1.6,25,2.2,5,1.48,7,1.6,,,,,,,,,,,,
6,6,20,1.6,25,2.2,5,1.2,7,1.6,,,,,,,,,,,,
6,7,20,1.68,25,2.2,5,1.48,7,1.6,,,,,,,,,,,,
6,8,20,1.68,25,2.2,5,1.48,7,1.6,,,,,,,,,,,,
6,9,20,1.8,25,2.2,5,1.5,7,1.6,,,,,,,,,,,,
6,10,20,2,25,2.2,5,1.3,7,1.6,,,,,,,,,,,,
6,11,20,2,25,2.2,5,1.3,7,1.6,,,,,,,,,,,,
6,12,25,1.8,25,1.8,5,1.3,7,1.6,,,,,,,,,,,,
6,13,25,1.8,18,1.8,5,1.3,7,1.6,,,,,,,,,,,,
6,14,25,1.8,18,1.8,5,1.3,7,1.6,,,,,,,,,,,,
6,15,25,1.8,18,1.8,5,1.3,7,1.6,,,,,,,,,,,,
6,16,25,1.8,18,1.8,5,1.6,7,1.6,,,,,,,,,,,,
6,17,25,1.8,18,1.8,5,1.6,7,1.6,,,,,,,,,,,,
6,18,25,1.8,18,1.8,5,1.6,7,1.6,,,,,,,,,,,,
6,19,25,1.8,18,1.8,5,1.6,7,1.6,,,,,,,,,,,,
6,20,25,1.8,18,1.8,5,1.6,7,1.6,,,,,,,,,,,,
6,21,25,1.8,18,1.8,5,1.6,7,1.6,,,,,,,,,,,,
6,22,25,1.8,18,1.8,5,1.6,7,1.6,,,,,,,,,,,,
6,23,25,1.8,18,1.8,5,1.6,7,1.6,,,,,,,,,,,,
6,24,25,1.8,18,1.8,5,1.6,7,1.6,,,,,,,,,,,,
6,25,25,1.8,18,1.8,5,1.6,7,1.6,,,,,,,,,,,,
6,26,25,1.8,18,1.8,5,1.6,7,1.6,,,,,,,,,,,,
6,27,25,1.8,18,1.8,5,1.6,7,1.6,,,,,,,,,,,,
6,28,25,1.8,18,1.8,5,1.6,7,1.6,,,,,,,,,,,,
6,29,25,1.8,18,1.8,5,1.6,7,1.6,,,,,,,,,,,,
6,30,25,1.8,18,1.8,5,1.6,7,1.6,,,,,,,,,,,,
7,1,20,1.8,40,2,10,1.7,18,1.8,,,,,,,,,,,,
7,2,20,1.8,40,2,10,1.7,18,1.8,,,,,,,,,,,,
7,3,20,1.8,40,2,10,1.7,18,1.8,,,,,,,,,,,,
7,4,20,1.8,40,2,10,1.7,18,1.8,,,,,,,,,,,,
7,5,20,1.8,40,2,10,1.7,18,1.8,,,,,,,,,,,,
7,6,20,1.8,40,2,10,1.7,18,1.8,,,,,,,,,,,,
7,7,20,1.8,40,2,10,1.8,18,1.8,,,,,,,,,,,,
7,8,20,1.8,40,2,10,1.8,18,1.8,,,,,,,,,,,,
7,9,20,1.8,40,2,10,1.8,18,1.8,,,,,,,,,,,,
7,10,20,1.8,40,2,10,1.8,18,1.8,,,,,,,,,,,,
7,11,20,1.8,40,2,10,1.8,18,1.8,,,,,,,,,,,,
7,12,20,1.8,40,2,10,1.8,18,1.8,,,,,,,,,,,,
7,13,20,1.8,40,2,10,1.8,18,1.8,,,,,,,,,,,,
7,14,20,1.8,40,2,10,1.8,18,1.8,,,,,,,,,,,,
7,15,20,1.8,40,2,10,1.8,18,1.8,,,,,,,,,,,,
7,16,20,1.8,40,2,10,1.8,18,1.8,,,,,,,,,,,,
7,17,20,1.8,40,2,10,1.8,18,1.8,,,,,,,,,,,,
7,18,20,1.8,40,2,10,1.8,18,1.8,,,,,,,,,,,,
7,19,20,1.8,40,2,10,1.8,18,1.8,,,,,,,,,,,,
7,20,20,1.8,40,2,10,1.8,18,1.8,,,,,,,,,,,,
7,21,20,1.8,40,2,10,1.8,18,1.8,,,,,,,,,,,,
7,22,20,1.8,40,2,10,1.8,18,1.8,,,,,,,,,,,,
7,23,20,1.8,40,2,10,1.8,18,1.8,,,,,,,,,,,,
7,24,20,1.8,40,2,10,1.8,18,1.8,,,,,,,,,,,,
7,25,20,1.8,40,2,10,1.8,18,1.8,,,,,,,,,,,,
7,26,20,1.8,40,2,10,1.8,18,1.8,,,,,,,,,,,,
8,1,15,1,40,2,10,0.8,0,1,,,,,,,,,,,,
8,2,20,1.6,40,2,20,1.05,0,1,,,,,,,,,,,,
8,3,20,1.6,40,2,20,1.05,0,1,,,,,,,,,,,,
8,4,20,1.2,40,2,20,1.5,0,1,,,,,,,,,,,,
8,5,20,1.6,40,2,20,1.05,0,1,,,,,,,,,,,,
8,6,25,1.8,40,2,20,1.3,0,1,,,,,,,,,,,,
8,7,25,1.8,40,2,20,1.3,0,1,,,,,,,,,,,,
8,8,25,1.8,40,2,20,1.3,0,1,,,,,,,,,,,,
8,9,25,1.8,40,2,20,1.3,0,1,,,,,,,,,,,,
8,10,25,1.8,40,2,20,1.3,0,1,,,,,,,,,,,,
8,11,25,1.8,40,2,20,1.3,0,1,,,,,,,,,,,,
8,12,25,1.8,40,2,20,1.3,0,1,,,,,,,,,,,,
8,13,25,1.8,40,2,20,1.3,0,1,,,,,,,,,,,,
8,14,25,1.8,40,2,20,1.3,0,1,,,,,,,,,,,,
8,15,25,1.8,40,2,20,1.3,0,1,,,,,,,,,,,,
8,16,25,1.8,40,2,20,1.3,0,1,,,,,,,,,,,,
8,17,25,1.8,40,2,20,1.3,0,1,,,,,,,,,,,,
8,18,25,1.8,40,2,20,1.3,0,1,,,,,,,,,,,,
8,19,25,1.8,40,2,20,1.3,0,1,,,,,,,,,,,,
8,20,25,1.8,40,2,20,1.3,0,1,,,,,,,,,,,,
8,21,25,1.8,40,2,20,1.3,0,1,,,,,,,,,,,,
8,22,25,1.8,40,2,20,1.3,0,1,,,,,,,,,,,,
8,23,25,1.8,40,2,20,1.3,0,1,,,,,,,,,,,,
8,24,25,1.8,40,2,20,1.3,0,1,,,,,,,,,,,,
8,25,25,1.8,40,2,20,1.3,0,1,,,,,,,,,,,,
8,26,25,1.8,40,2,20,1.3,0,1,,,,,,,,,,,,
9,1,20,1.5,40,5,0,1,0,1,,,,,,,,,,,,
9,2,20,1.5,40,5,0,1,0,1,,,,,,,,,,,,
9,3,35,2,40,5,0,1,0,1,,,,,,,,,,,,
9,4,35,2,40,5,40,2,0,1,,,,,,,,,,,,
9,5,35,2,40,5,40,2,0,1,,,,,,,,,,,,
9,6,35,2,40,5,0,1,0,1,,,,,,,,,,,,
9,7,35,2,40,5,0,1,0,1,,,,,,,,,,,,
9,8,35,2,40,5,0,1,0,1,,,,,,,,,,,,
9,9,35,2,40,5,0,1,0,1,,,,,,,,,,,,
9,10,35,2,40,5,0,1,0,1,,,,,,,,,,,,
9,11,35,2,40,5,0,1,0,1,,,,,,,,,,,,
9,12,35,2,40,5,0,1,0,1,,,,,,,,,,,,
9,13,35,2,40,5,0,1,0,1,,,,,,,,,,,,
9,14,35,2,40,5,0,1,0,1,,,,,,,,,,,,
9,15,35,2,40,5,0,1,0,1,,,,,,,,,,,,
9,16,35,2,40,5,0,1,0,1,,,,,,,,,,,,
9,17,35,2,40,5,0,1,0,1,,,,,,,,,,,,
9,18,35,2,40,5,0,1,0,1,,,,,,,,,,,,
9,19,35,2,40,5,0,1,0,1,,,,,,,,,,,,
9,20,35,2,40,5,0,1,0,1,,,,,,,,,,,,
9,21,35,2,40,5,0,1,0,1,,,,,,,,,,,,
9,22,35,2,40,5,0,1,0,1,,,,,,,,,,,,
9,23,35,2,40,5,0,1,0,1,,,,,,,,,,,,
9,24,35,2,40,5,0,1,0,1,,,,,,,,,,,,
9,25,35,2,40,5,0,1,0,1,,,,,,,,,,,,
9,26,35,2,40,5,0,1,0,1,,,,,,,,,,,,
10,1,20,1.7,18,1.8,0,0.9,0,1,,,,,,,,,,,,
10,2,20,1.7,18,1.8,0,0.9,0,1,,,,,,,,,,,,
10,3,30,2.2,18,1.8,0,0.9,0,1,,,,,,,,,,,,
10,4,30,2.2,18,1.8,0,0.9,0,1,,,,,,,,,,,,
10,5,30,2.2,18,1.8,0,0.9,0,1,,,,,,,,,,,,
10,6,20,1.8,18,1.8,10,1,0,1,,,,,,,,,,,,
10,7,20,1.8,18,1.8,10,1,0,1,,,,,,,,,,,,
10,8,20,1.8,18,1.8,10,1,0,1,,,,,,,,,,,,
10,9,20,1.8,18,1.8,10,1,0,1,,,,,,,,,,,,
10,10,20,1.8,18,1.8,10,1,0,1,,,,,,,,,,,,
10,11,20,1.8,18,1.8,10,1,0,1,,,,,,,,,,,,
10,12,20,1.8,18,1.8,10,1,0,1,,,,,,,,,,,,
10,13,20,1.8,18,1.8,10,1,0,1,,,,,,,,,,,,
10,14,20,1.8,18,1.8,10,1,0,1,,,,,,,,,,,,
10,15,20,1.8,18,1.8,10,1,0,1,,,,,,,,,,,,
10,16,20,1.8,18,1.8,10,1,0,1,,,,,,,,,,,,
10,17,20,1.8,18,1.8,10,1,0,1,,,,,,,,,,,,
10,18,20,1.8,18,1.8,10,1,0,1,,,,,,,,,,,,
10,19,20,1.8,18,1.8,10,1,0,1,,,,,,,,,,,,
10,20,20,1.8,18,1.8,10,1,0,1,,,,,,,,,,,,
10,21,20,1.8,18,1.8,10,1,0,1,,,,,,,,,,,,
10,22,20,1.8,18,1.8,10,1,0,1,,,,,,,,,,,,
10,23,20,1.8,18,1.8,10,1,0,1,,,,,,,,,,,,
10,24,20,1.8,18,1.8,10,1,0,1,,,,,,,,,,,,
10,25,20,1.8,18,1.8,10,1,0,1,,,,,,,,,,,,
10,26,20,1.8,18,1.8,10,1,0,1,,,,,,,,,,,,
11,1,35,1.9,35,1.8,12,1.7,12,1.7,,,,,,,,,,,,
11,2,35,1.9,35,1.8,12,1.7,12,1.7,,,,,,,,,,,,
11,3,35,1.9,35,1.8,35,1.7,35,1.7,,,,,,,,,,,,
11,4,35,1.9,35,1.8,35,1.7,35,1.7,,,,,,,,,,,,
11,5,35,1.9,35,1.8,12,1.5,12,1.5,,,,,,,,,,,,
11,6,35,1.9,35,1.8,12,1.5,12,1.5,,,,,,,,,,,,
11,7,35,1.9,35,1.8,35,1.7,35,1.7,,,,,,,,,,,,
11,8,35,1.9,35,1.8,35,1.7,35,1.7,,,,,,,,,,,,
11,9,35,1.9,35,1.8,0,1,0,1,,,,,,,,,,,,
11,10,35,1.9,35,1.8,0,1,0,1,,,,,,,,,,,,
11,11,35,1.9,35,1.8,0,1,0,1,,,,,,,,,,,,
11,12,35,1.9,35,1.8,0,1,0,1,,,,,,,,,,,,
11,13,35,1.9,35,1.8,0,1,0,1,,,,,,,,,,,,
11,14,35,1.9,35,1.8,0,1,0,1,,,,,,,,,,,,
11,15,35,1.9,35,1.8,0,1,0,1,,,,,,,,,,,,
11,16,35,1.9,35,1.8,0,1,0,1,,,,,,,,,,,,
11,17,35,1.9,35,1.8,0,1,0,1,,,,,,,,,,,,
11,18,35,1.9,35,1.8,0,1,0,1,,,,,,,,,,,,
11,19,35,1.9,35,1.8,0,1,0,1,,,,,,,,,,,,
11,20,35,1.9,35,1.8,0,1,0,1,,,,,,,,,,,,
11,21,35,1.9,35,1.8,0,1,0,1,,,,,,,,,,,,
11,22,35,1.9,35,1.8,0,1,0,1,,,,,,,,,,,,
11,23,35,1.9,35,1.8,0,1,0,1,,,,,,,,,,,,
11,24,35,1.9,35,1.8,0,1,0,1,,,,,,,,,,,,
11,25,35,1.9,35,1.8,0,1,0,1,,,,,,,,,,,,
11,26,35,1.9,35,1.8,0,1,0,1,,,,,,,,,,,,
12,1,20,1.75,50,2.2,5,0.5,50,2,,,,,,,,,,,,
12,2,20,1.75,50,2.2,5,0.5,50,2,,,,,,,,,,,,
12,3,20,1.8,40,2.2,20,1.8,50,2,,,,,,,,,,,,
12,4,35,2.3,40,2.2,35,1.95,50,1.95,,,,,,,,,,,,
12,5,35,2.3,40,2.2,35,1.95,50,1.95,,,,,,,,,,,,
12,6,35,2.3,40,2.2,35,1.95,50,1.95,,,,,,,,,,,,
12,7,35,2.3,40,2.2,35,1.95,50,1.95,,,,,,,,,,,,
12,8,35,2.3,40,2.2,38,1.95,50,1.95,,,,,,,,,,,,
