dummy,dummy,dummy,1
1,20,7,1.642127642
1,20,8,5.003812278
1,20,9,4.445272044
1,20,10,5.557347958
1,20,11,0.556479712
1,20,12,2.261206189
1,20,13,4.360362173
1,20,14,5.11627935
1,20,15,0.566044503
1,20,16,10.31402097
1,20,17,7.215709662
1,20,18,0.531619546
1,20,19,0.523863863
1,20,20,27.49950201
1,21,1,0.209554596
1,21,2,0.180248684
1,21,3,0.127266671
1,21,4,0.194196191
1,21,5,0.345614706
1,21,6,0.438814459
1,21,7,1.273793822
1,21,8,0.477120433
1,21,9,0.458837674
1,21,10,0.451048361
1,21,11,0.490937345
1,21,12,0.525832036
1,21,13,0.553518072
1,21,14,2.519769178
1,21,15,0.523379682
1,21,16,0.545840625
1,21,17,0.55100933
1,21,18,0.530193301
1,21,19,0.476545755
1,21,20,5.818879557
1,22,1,1.128704734
1,22,2,1.560061057
1,22,3,2.029282417
1,22,4,1.49838958
1,22,5,0.900247985
1,22,6,0.745922279
1,22,7,2.642418425
1,22,8,1.628824097
1,22,9,2.323823571
1,22,10,3.395911122
1,22,11,3.187564843
1,22,12,0.841492791
1,22,13,3.577049399
1,22,14,5.687978391
1,22,15,0.860249501
1,22,16,0.862712041
1,22,17,7.231152586
1,22,18,0.83546823
1,22,19,0.832367446
1,22,20,20.22148601
1,23,1,0.426450053
1,23,2,1.152923976
1,23,3,1.196009887
1,23,4,0.647631476
1,23,5,0.695631507
1,23,6,0.365075053
1,23,7,1.219838226
1,23,8,2.149647814
1,23,9,1.122487358
1,23,10,1.668362975
1,23,11,0.437204775
1,23,12,0.456184396
1,23,13,4.370922831
1,23,14,0.438385346
1,23,15,3.09449484
1,23,16,0.430811194
1,23,17,0.429155744
1,23,18,3.895771943
1,23,19,0.343142267
1,23,20,9.52016815
1,25,1,0.043666056
1,25,2,0.099656453
1,25,3,0.101037429
1,25,4,0.092267325
1,25,5,0.095187762
1,25,6,0.108468724
1,25,7,0.113979978
1,25,8,0.107428864
1,25,9,0.203820368
1,25,10,0.172758102
1,25,11,0.137474315
1,25,12,0.123078351
1,25,13,0.108396104
1,25,14,0.113531154
1,25,15,0.114450241
1,25,16,0.122414302
1,25,17,0.141768151
1,25,18,0.204978853
1,25,19,0.315036371
1,25,20,0.551470405
1,33,1,2.551470095
1,33,2,1.001106788
1,33,3,0.566396584
1,33,4,2.514183431
1,33,5,1.140482213
1,33,6,0.706199998
1,33,7,3.066895735
1,33,8,1.396370823
1,33,9,0.875894776
1,33,10,3.467796567
1,33,11,1.54934512
1,33,12,0.95931532
1,33,13,3.722576277
1,33,14,1.644629174
1,33,15,1.008922222
1,33,16,3.885030993
1,33,17,1.705384969
1,33,18,1.040552979
1,33,19,4.161840142
1,33,20,1.813224413
1,34,1,1.469254667
1,34,2,0.575026745
1,34,3,0.336284098
1,34,4,0.196723414
1,34,5,0.128327938
1,34,6,0.081663188
1,34,7,1.483693046
1,34,8,0.634701008
1,34,9,0.402525549
1,34,10,0.246085383
1,34,11,0.162315791
1,34,12,0.107695524
1,34,13,1.935677777
1,34,14,0.794832895
1,34,15,0.487270523
1,34,16,0.290089543
1,34,17,0.187699074
1,34,18,0.12312409
1,34,19,2.271472409
1,34,20,0.005288453
1,35,1,20.08127935
1,35,2,7.815369664
1,35,3,4.550523631
1,35,4,2.663925332
1,35,5,1.757169944
1,35,6,3.950643418
1,35,7,13.45640543
1,35,8,8.612186369
1,35,9,5.51857173
1,35,10,3.37769801
1,35,11,2.268647885
1,35,12,10.12173135
1,35,13,17.73147639
1,35,14,10.92033056
1,35,15,6.751429717
1,35,16,4.005796662
1,35,17,2.629154476
1,35,18,11.91960362
1,35,19,21.27241557
1,35,20,15.02216482
1,36,1,3.647157212
1,36,2,1.439452756
1,36,3,0.827538692
1,36,4,3.56461358
1,36,5,1.635006712
1,36,6,1.026403546
1,36,7,4.331573815
1,36,8,1.998746431
1,36,9,1.274672986
1,36,10,4.891642232
1,36,11,2.214406295
1,36,12,1.393597498
1,36,13,5.248395438
1,36,14,2.349619422
1,36,15,1.465158951
1,36,16,5.475871325
1,36,17,2.435835119
1,36,18,1.510788549
1,36,19,5.887881438
1,36,20,2.584591581
1,37,1,2.878375267
1,37,2,1.157027187
1,37,3,0.683545329
1,37,4,0.403383326
1,37,5,0.265895055
1,37,6,0.174287596
1,37,7,3.040007054
1,37,8,1.315506464
1,37,9,0.839801049
1,37,10,0.514709493
1,37,11,0.341185258
1,37,12,0.23078322
1,37,13,3.984482044
1,37,14,1.658455227
1,37,15,1.024016906
1,37,16,0.611356631
1,37,17,0.3975365
1,37,18,0.266053856
1,37,19,4.683905861
1,37,20,0.013302124
1,38,1,21.91690249
1,38,2,8.543907644
1,38,3,5.074415669
1,38,4,3.006187547
1,38,5,1.994686637
1,38,6,4.78134743
1,38,7,14.30452082
1,38,8,9.710656746
1,38,9,6.278706389
1,38,10,3.87476497
1,38,11,3.005151282
1,38,12,11.42621877
1,38,13,18.86639866
1,38,14,12.32449684
1,38,15,7.689423591
1,38,16,4.600208403
1,38,17,4.080626968
1,38,18,12.86547349
1,38,19,23.08645875
1,38,20,16.99475933
1,39,1,0.745607128
1,39,2,0.288003662
1,39,3,0.163818805
1,39,4,0.093002759
1,39,5,0.059937063
1,39,6,0.037885584
1,39,7,0.019724618
1,39,8,0.787263196
1,39,9,0.337056666
1,39,10,0.201791985
1,39,11,0.11819946
1,39,12,0.079318051
1,39,13,0.049430198
1,39,14,0.026443231
1,39,15,1.061595664
1,39,16,0.437378944
1,39,17,0.253099946
1,39,18,0.14438113
1,39,19,0.163090908
1,39,20,0.002863754
1,40,1,0.785920125
1,40,2,0.305718062
1,40,3,0.173477789
1,40,4,0.098933444
1,40,5,0.063428321
1,40,6,0.03880281
1,40,7,0.019966282
1,40,8,0.830821851
1,40,9,0.357083124
1,40,10,0.213039654
1,40,11,0.125048322
1,40,12,0.082475584
1,40,13,0.051366271
1,40,14,0.027143039
1,40,15,1.133120822
1,40,16,0.46904377
1,40,17,0.270208015
1,40,18,0.154323967
1,40,19,0.200188594
1,40,20,0.003829903
1,41,1,5.51828837
1,41,2,2.149181931
1,41,3,1.232773859
1,41,4,0.712423647
1,41,5,0.462583005
1,41,6,0.29456108
1,41,7,0.766473162
1,41,8,4.666627706
1,41,9,2.53870092
1,41,10,1.534084742
1,41,11,0.913920263
1,41,12,0.616376657
1,41,13,0.382279263
1,41,14,1.818095399
1,41,15,6.271990081
1,41,16,3.281871573
1,41,17,1.916899044
1,41,18,1.112069594
1,41,19,1.253862531
1,41,20,0.0199013
1,42,1,4.938834171
1,42,2,1.913068167
1,42,3,1.097616611
1,42,4,0.630756975
1,42,5,0.406514071
1,42,6,0.258011837
1,42,7,0.131358808
1,42,8,1.606740308
1,42,9,2.900714057
1,42,10,2.329322665
1,42,11,1.395270775
1,42,12,0.816596156
1,42,13,0.544702683
1,42,14,0.462829493
1,42,15,1.08195016
1,42,16,1.839107899
1,42,17,4.003350773
1,42,18,3.076882927
1,42,19,2.245789238
1,42,20,0.016478201
1,43,1,0.252999545
1,43,2,0.097009897
1,43,3,0.055600847
1,43,4,0.032065886
1,43,5,0.020413889
1,43,6,0.013131811
1,43,7,0.007260636
1,43,8,0.26735244
1,43,9,0.114631759
1,43,10,0.069239692
1,43,11,0.041126587
1,43,12,0.027474821
1,43,13,0.016950762
1,43,14,0.009531634
1,43,15,0.356681938
1,43,16,0.14712535
1,43,17,0.085356283
1,43,18,0.059037909
1,43,19,0.057247919
1,43,20,0.000760998
1,44,1,0.613538699
1,44,2,0.236202027
1,44,3,0.134564112
1,44,4,0.076410413
1,44,5,0.049410928
1,44,6,0.03146814
1,44,7,0.017080895
1,44,8,0.651397832
1,44,9,0.279017794
1,44,10,0.167245488
1,44,11,0.097833015
1,44,12,0.065497138
1,44,13,0.041496001
1,44,14,0.023003199
1,44,15,0.882458389
1,44,16,0.363770242
1,44,17,0.210720885
1,44,18,0.120000575
1,44,19,0.158773441
1,44,20,0.002623836
1,45,1,5.868179215
1,45,2,2.275258206
1,45,3,1.328329158
1,45,4,0.776742854
1,45,5,0.509663423
1,45,6,0.327403086
1,45,7,0.887906865
1,45,8,4.947629708
1,45,9,2.752862412
1,45,10,1.678288672
1,45,11,1.009365469
1,45,12,0.688691428
1,45,13,0.423407942
1,45,14,2.095694321
1,45,15,6.61117439
1,45,16,3.537898758
1,45,17,2.084901707
1,45,18,1.221142413
1,45,19,1.389626142
1,45,20,0.018861558
1,46,1,6.338020015
1,46,2,2.44720095
1,46,3,1.406383761
1,46,4,0.808796089
1,46,5,0.521662986
1,46,6,0.331416177
1,46,7,0.168965251
1,46,8,2.161889483
1,46,9,3.534620034
1,46,10,2.984484551
1,46,11,1.789688351
1,46,12,1.046853528
1,46,13,0.698580549
1,46,14,0.594069412
1,46,15,1.534202511
1,46,16,2.33864295
1,46,17,4.873494325
1,46,18,3.938005101
1,46,19,2.873627555
1,46,20,0.020670025
1,47,1,12.11946394
1,47,2,4.740530666
1,47,3,2.670462253
1,47,4,1.540098462
1,47,5,1.581100806
1,47,6,8.573587991
1,47,7,4.479327627
1,47,8,2.690737096
1,47,9,1.805759118
1,47,10,3.878030767
1,47,11,9.874888607
1,47,12,5.538230766
1,47,13,3.22003138
1,47,14,2.113957966
1,47,15,5.122002245
1,47,16,10.96436253
1,47,17,6.217896038
1,47,18,3.679306373
1,47,19,3.174565887
1,47,20,9.960563959
1,48,1,0.725196696
1,48,2,0.280615409
1,48,3,0.156716878
1,48,4,0.087950891
1,48,5,0.055311915
1,48,6,0.034086307
1,48,7,0.017520587
1,48,8,0.08273623
1,48,9,0.670354597
1,48,10,0.333654936
1,48,11,0.191385004
1,48,12,0.111506654
1,48,13,0.072803602
1,48,14,0.046289873
1,48,15,0.024497835
1,48,16,0.183883839
1,48,17,0.905376802
1,48,18,0.432477455
1,48,19,0.072263594
1,48,20,0.001527784
1,49,1,1.351117068
1,49,2,0.522628912
1,49,3,0.292077461
1,49,4,0.163793372
1,49,5,0.102659154
1,49,6,0.063085144
1,49,7,0.03215867
1,49,8,0.183870235
1,49,9,1.1963293
1,49,10,0.618324943
1,49,11,0.363713997
1,49,12,0.212782645
1,49,13,0.135794091
1,49,14,0.086105333
1,49,15,0.045079863
1,49,16,0.413985499
1,49,17,1.632328059
1,49,18,0.845586541
1,49,19,0.710679095
1,49,20,0.003597406
1,50,1,5.421665898
1,50,2,2.096092818
1,50,3,1.174125903
1,50,4,0.659842027
1,50,5,0.414782052
1,50,6,0.254908403
1,50,7,0.209472314
1,50,8,1.785764276
1,50,9,2.690667387
1,50,10,2.477858972
1,50,11,1.462966743
1,50,12,0.860082808
1,50,13,0.547767829
1,50,14,0.655618929
1,50,15,1.510489121
1,50,16,2.021758914
1,50,17,2.728899545
1,50,18,3.234032781
1,50,19,2.939172005
1,50,20,0.013723129
1,51,1,0.478876269
1,51,2,0.185820229
1,51,3,0.105304361
1,51,4,0.058903084
1,51,5,0.036928659
1,51,6,0.022673206
1,51,7,0.01157034
1,51,8,0.006395222
1,51,9,0.528946062
1,51,10,0.221577465
1,51,11,0.128023218
1,51,12,0.07515802
1,51,13,0.049032575
1,51,14,0.031137726
1,51,15,0.016417856
1,51,16,0.009379613
1,51,17,0.721277474
1,51,18,0.289967138
1,51,19,0.047789225
1,51,20,0.001261098
1,52,1,2.834159388
1,52,2,1.092440266
1,52,3,0.615824995
1,52,4,0.34817614
1,52,5,0.217695582
1,52,6,0.260647797
1,52,7,0.72978443
1,52,8,1.054075453
1,52,9,1.244216513
1,52,10,0.746653809
1,52,11,0.442787816
1,52,12,0.555768279
1,52,13,0.832928048
1,52,14,1.050753901
1,52,15,1.205032275
1,52,16,1.273988534
1,52,17,0.926375954
1,52,18,0.627822107
1,52,19,1.167578535
1,52,20,2.503415421
1,53,1,0.266090279
1,53,2,0.103136358
1,53,3,0.057567248
1,53,4,0.032262095
1,53,5,0.020309913
1,53,6,0.012501004
1,53,7,0.006424329
1,53,8,0.273807841
1,53,9,0.116623523
1,53,10,0.06934051
1,53,11,0.040628754
1,53,12,0.027051246
1,53,13,0.015878049
1,53,14,0.008337061
1,53,15,0.363176006
1,53,16,0.148775204
1,53,17,0.085832349
1,53,18,0.048809191
1,53,19,0.066230173
1,53,20,0.000662251
1,54,1,0.380878628
1,54,2,0.147168914
1,54,3,0.082009442
1,54,4,0.045876832
1,54,5,0.028777558
1,54,6,0.017607923
1,54,7,0.008920062
1,54,8,0.398023421
1,54,9,0.168594731
1,54,10,0.09945314
1,54,11,0.05743238
1,54,12,0.037071895
1,54,13,0.023476804
1,54,14,0.012227578
1,54,15,0.546520826
1,54,16,0.222830108
1,54,17,0.125532904
1,54,18,0.080501167
1,54,19,0.093747335
1,54,20,0.002052487
1,55,1,0.341619188
1,55,2,0.131901888
1,55,3,0.073893143
1,55,4,0.041954243
1,55,5,0.026743485
1,55,6,0.224007472
1,55,7,0.094160761
1,55,8,0.056289295
1,55,9,0.03565147
1,55,10,0.021796623
1,55,11,0.271370277
1,55,12,0.112505723
1,55,13,0.06682011
1,55,14,0.043112649
1,55,15,0.02555982
1,55,16,0.299451109
1,55,17,0.119355191
1,55,18,0.077447462
1,55,19,0.069050564
1,55,20,0.115611383
1,56,1,2.16E-06
1,56,2,6.39E-07
1,56,3,3.17E-07
1,56,4,1.02E-07
1,56,5,1.08E-07
1,56,9,1.54E-06
1,56,10,4.56E-07
1,56,12,7.84E-08
1,56,14,5.43E-08
1,56,17,2.21E-06
1,56,19,9.07E-07
1,56,20,1.44E-07
1,57,1,0.500543185
1,57,2,0.186843454
1,57,3,0.107245018
1,57,4,0.065885089
1,57,5,0.047647401
1,57,6,0.035026799
1,57,7,0.020111683
1,57,8,0.01412275
1,57,9,0.306269616
1,57,10,0.179028871
1,57,11,0.08106499
1,57,12,0.028533209
1,57,13,0.048535471
1,57,14,0.09136558
1,57,15,0.021193755
1,57,16,0.017429854
1,57,17,0.094684599
1,57,18,0.492973691
1,57,19,0.44852441
1,57,20,1.89E-05
1,58,1,0.354980388
1,58,2,0.135628828
1,58,3,0.076454305
1,58,4,0.329975771
1,58,5,0.14577049
1,58,6,0.088825506
1,58,7,0.399359043
1,58,8,0.175585879
1,58,9,0.10831271
1,58,10,0.451619131
1,58,11,0.193224695
1,58,12,0.117326932
1,58,13,0.483573291
1,58,14,0.204684046
1,58,15,0.123182401
1,58,16,0.503954482
1,58,17,0.211990851
1,58,18,0.129121897
1,58,19,0.520485662
1,58,20,0.008905133
1,59,1,0.305953495
1,59,2,0.118391687
1,59,3,0.069243686
1,59,4,0.040968738
1,59,5,0.027152642
1,59,6,0.017869095
1,59,7,0.304491523
1,59,8,0.127570277
1,59,9,0.081081035
1,59,10,0.050252027
1,59,11,0.033801816
1,59,12,0.023285535
1,59,13,0.394012035
1,59,14,0.158029338
1,59,15,0.097031885
1,59,16,0.058501013
1,59,17,0.038570488
1,59,18,0.026177795
1,59,19,0.461757133
1,59,20,0.000755053
1,60,1,2.759937219
1,60,2,1.066447305
1,60,3,0.610950089
1,60,4,0.351512517
1,60,5,0.227326599
1,60,6,0.140867557
1,60,7,2.722126315
1,60,8,1.13756738
1,60,9,0.716230095
1,60,10,0.432568176
1,60,11,0.283268703
1,60,12,0.183081287
1,60,13,3.575325354
1,60,14,1.436904987
1,60,15,0.875011034
1,60,16,0.514800346
1,60,17,0.330735712
1,60,18,0.211830762
1,60,19,4.196537278
1,60,20,0.012222636
1,61,1,0.289826852
1,61,2,0.110317721
1,61,3,0.061537803
1,61,4,0.296946777
1,61,5,0.129741313
1,61,6,0.078475738
1,61,7,0.366540482
1,61,8,0.159587182
1,61,9,0.096866676
1,61,10,0.4165902
1,61,11,0.177950357
1,61,12,0.10661833
1,61,13,0.448074256
1,61,14,0.189198987
1,61,15,0.112281532
1,61,16,0.468149377
1,61,17,0.196371431
1,61,18,0.118988956
1,61,19,0.485885506
1,61,20,0.012498624
1,62,1,1.424514092
1,62,2,0.554173519
1,62,3,0.338063574
1,62,4,0.20503753
1,62,5,0.138333911
1,62,6,0.092529839
1,62,7,1.530937106
1,62,8,0.65293062
1,62,9,0.428053202
1,62,10,0.268658349
1,62,11,0.184779267
1,62,12,0.110524131
1,62,13,1.991998183
1,62,14,0.81738982
1,62,15,0.517919288
1,62,16,0.316529771
1,62,17,0.21353456
1,62,18,0.125975486
1,62,19,2.191457181
1,62,20,0.005299837
1,63,1,3.294665555
1,63,2,1.270671628
1,63,3,0.738047654
1,63,4,0.428404666
1,63,5,0.278007623
1,63,6,0.179412213
1,63,7,3.352227511
1,63,8,1.409484252
1,63,9,0.892647741
1,63,10,0.540351663
1,63,11,0.353474022
1,63,12,0.235683918
1,63,13,4.433771972
1,63,14,1.792556296
1,63,15,1.098762965
1,63,16,0.648009739
1,63,17,0.415870574
1,63,18,0.274925847
1,63,19,4.907652408
1,63,20,0.017608093
1,64,1,0.170717327
1,64,2,0.065913789
1,64,3,0.037468341
1,64,4,0.021539466
1,64,5,0.013410398
1,64,6,0.008225188
1,64,7,0.004236698
1,64,8,0.178137045
1,64,9,0.076104786
1,64,10,0.045745208
1,64,11,0.027359416
1,64,12,0.016763061
1,64,13,0.010607549
1,64,14,0.005611899
1,64,15,0.238114047
1,64,16,0.097881316
1,64,17,0.056882145
1,64,18,0.033153597
1,64,19,0.016541441
1,64,20,0.000525743
1,65,1,0.188405202
1,65,2,0.07276573
1,65,3,0.041211715
1,65,4,0.023557845
1,65,5,0.014755945
1,65,6,0.008957993
1,65,7,0.004596399
1,65,8,0.19743648
1,65,9,0.084226656
1,65,10,0.050328471
1,65,11,0.029668979
1,65,12,0.019339293
1,65,13,0.011720537
1,65,14,0.006182542
1,65,15,0.266777921
1,65,16,0.109519924
1,65,17,0.063249054
1,65,18,0.036298969
1,65,19,0.040223231
1,65,20,0.000747308
1,66,1,0.707655438
1,66,2,0.27505319
1,66,3,0.155501765
1,66,4,0.089320941
1,66,5,0.055984761
1,66,6,0.034063479
1,66,7,0.017576649
1,66,8,0.739163339
1,66,9,0.315932622
1,66,10,0.189588749
1,66,11,0.112568075
1,66,12,0.074037669
1,66,13,0.043930835
1,66,14,0.023249944
1,66,15,0.989068202
1,66,16,0.406714608
1,66,17,0.23591077
1,66,18,0.13640241
1,66,19,0.152841183
1,66,20,0.00224541
1,67,1,0.559608353
1,67,2,0.217241829
1,67,3,0.123067707
1,67,4,0.068752173
1,67,5,0.043087046
1,67,6,0.026425495
1,67,7,0.013446044
1,67,8,0.007371844
1,67,9,0.617873102
1,67,10,0.257833152
1,67,11,0.152761329
