DUMMY,DUMMY,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33
1,1,6,32,0.238109285,0.254912038,122,48.8,0.03,3.331455039,0.05,0.61,193.5,0.1034,149.85,0,0,0,0,0,0.2,0.008,0.004,0.23,0.0571,2981.5,0.7445,0.056806665,23,0.675,-0.06,0.24,0.183538963,0.292666078
1,2,6.1,50,0.561874857,0.244915488,145,58,0.03,3.959516235,0.05,0.61,323.55,0.10755,198,0,0,0,0,0,0.2,0.008,0.004,0.45,0.072,331.5,1.209,0.071907904,21,0.654,-0.052,0.24,0.221755651,0.212444695
1,3,6,45,0.561874857,0.244915488,145,58,0.03,3.959516235,0.05,0.61,323.55,0.10755,198,0,0,0,0,0,0.2,0.008,0.004,0.45,0.072,331.5,1.209,0.071907904,21,0.782,-0.071,0.24,0.154434849,0.165096708
1,4,6.1,37,0.238109285,0.254912038,122,48.8,0.03,3.331455039,0.05,0.61,193.5,0.1034,149.85,0,0,0,0,0,0.2,0.008,0.004,0.23,0.0571,2981.5,0.7445,0.056806665,23,0.551,-0.037,0.24,0.15989683,0.28078996
1,5,6,50,0.561874857,0.244915488,145,58,0.03,3.959516235,0.05,0.61,323.55,0.10755,198,0,0,0,0,0,0.2,0.008,0.004,0.45,0.072,331.5,1.209,0.071907904,21,0.777,-0.078,0.24,0.193070481,0.199947046
1,6,5.9,45,0.561874857,0.244915488,145,58,0.03,3.959516235,0.05,0.61,323.55,0.10755,198,0,0,0,0,0,0.2,0.008,0.004,0.45,0.072,331.5,1.209,0.071907904,21,0.789,-0.071,0.24,0.151516758,0.176003172
1,7,5.8,55,0.543185516,0.18993446,193,77.2,0.03,5.270252644,0.05,0.61,361,0.0384,216.2,0,0,0,0,0,0.2,0.008,0.004,0.23,0.1334,228.35,1.368,0.133288272,35,0.991,-0.129,0.24,0.359828032,0.782041493
1,8,6.12,40,0.543185516,0.18993446,193,77.2,0.03,5.270252644,0.05,0.61,361,0.0384,216.2,0,0,0,0,0,0.2,0.008,0.004,0.23,0.1334,228.35,1.368,0.133288272,35,0.784,-0.082,0.24,0.16992405,0.217848909
1,9,5.87,50,0.656276759,0.19993101,299,119.6,0.03,8.164795547,0.05,0.61,425.3,0.0476,254.7,0,0,0,0,0,0.2,0.008,0.004,0.45,0.1189,240.36,2.391,0.118899598,20,0.918,-0.093,0.24,0.194304711,0.377622975
1,10,5.95,45,0.551131538,0.19993101,299,119.6,0.03,8.164795547,0.05,0.61,488.2,0.0509,312.8,0,0,0,0,0,0.2,0.008,0.004,0.45,0.061,459.83,1.617,0.060996113,20,0.871,-0.079,0.24,0.148105583,0.156317003
1,11,5.65,55,0.543185516,0.18993446,193,77.2,0.03,5.270252644,0.05,0.61,361,0.0384,216.2,0,0,0,0,0,0.2,0.008,0.004,0.23,0.1517,415.08,1.088,0.151364904,35,0.83,-0.104,0.24,0.375773503,1.157250363
1,12,6,45,0.543185516,0.18993446,193,77.2,0.03,5.270252644,0.05,0.61,361,0.0384,216.2,0,0,0,0,0,0.2,0.008,0.004,0.23,0.1517,415.08,1.088,0.151364904,35,0.534,-0.042,0.24,0.219103521,0.335241515
1,13,5.8,50,0.656276759,0.19993101,299,119.6,0.03,8.164795547,0.05,0.61,425.3,0.0476,254.7,0,0,0,0,0,0.2,0.008,0.004,0.45,0.1189,240.36,2.391,0.118899487,20,0.947,-0.106,0.24,0.25034879,0.365151547
1,14,5.7,50,0.551131538,0.19993101,299,119.6,0.03,8.164795547,0.05,0.61,488.2,0.0509,312.8,0,0,0,0,0,0.2,0.008,0.004,0.45,0.1888,329.05,0.432,0.172753138,20,0.796,-0.069,0.24,0.194611435,0.201231745
1,15,6.9,65,0.343452198,0.224922387,122,48.8,0.03,3.331455039,0.05,0.61,1191.2,0.0187,1251.2,0,0,0,0,0,0.2,0.008,0.004,0.23,0.284,848.73,0.379,0.255839748,23,0.463,-0.026,0.24,0.312147836,0.312838444
1,16,5.62,45,0.390987144,0.209927561,165,66,0.03,4.505656406,0.05,0.61,422.1,0.0488,519.3,0,0,0,0,0,0.2,0.008,0.004,0.23,3.6764,1,0.235,0.2,10,0.425,-0.025,0.24,0.367144895,0.700645754
