DUMMY,DUMMY,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,53,6.15,50,0,1,0,0,0.7,1,0.04,45,7,29250196436,0.25,0,0.25,0,0.3,,0.619371101,0
1,54,6.45,55,0,1,0,0,0.7,1,0.04,45,7,1.75E+11,0.25,0,0.25,0,0.3,,1.048452424,0
1,55,6.450507733,42.56150971,0,1,0,0,0.7,1,0.06,45,5,2.41E+11,0.25,0,0.25,0,0.3,,0.931788723,0
1,56,0.837524391,36.51162985,0,1,0,0,0.7,1,0.025,45,9,3.48E+19,0.25,0,0.25,0,0.3,,0.002405004,0
1,57,6.452710334,56.36532841,0,1,0,0,0.7,1,0.025,45,9,2.87E+11,0.25,0,0.25,0,0.3,,0.097240457,0
1,58,5.2,32,0,1,0,0,0.7,1,0.01,45,3,395820631.6,0.25,0,0.25,0,0.3,,1.318537728,0
1,59,5.6,60,0,1,0,0,0.7,1,0.01,45,6,12907566419,0.25,0,0.25,0,0.3,,0.611735509,0
1,60,5.8,55,0,1,0,0,0.7,1,0.01,45,6,10692965.18,0.25,0,0.25,0,0.3,,3.963792773,0
1,61,4.7,50,0,1,0,0,0.7,1,0.01,45,3,1039318.702,0.25,0,0.25,0,0.3,,4.424345152,0
1,62,4.9,80,0,1,0,0,0.7,1,0.01,45,6,28455.98267,0.25,0,0.25,0,0.3,,12.26136002,0
1,63,5.5,55,0,1,0,0,0.7,1,0.01,45,6,301692.0591,0.25,0,0.25,0,0.3,,8.972685047,0
1,64,5.3,45,0,1,0,0,0.7,1,0.01,45,7,3050337874,0.25,0,0.25,0,0.3,,0.918780989,0
1,65,5.87,50,0,1,0,0,0.7,1,0.01,45,7,12928794758,0.25,0,0.25,0,0.3,,0.708260482,0
1,66,5.9,60,0,1,0,0,0.7,1,0.01,45,7,606209654.5,0.25,0,0.25,0,0.3,,7.398497042,0
1,67,5.7,45,0,1,0,0,0.7,1,0.01,45,8,2867094741,0.25,0,0.25,0,0.3,,5.286082053,0
1,68,5.1,55,0,1,0,0,0.7,1,0.01,45,7,1426556934,0.25,0,0.25,0,0.3,,2.549420521,0
1,69,5.7,55,0,1,0,0,0.7,1,0.01,45,7,3.72E+12,0.25,0,0.25,0,0.3,,0.809573203,0
1,70,5.5,50,0,1,0,0,0.7,1,0.01,45,7,2276061635,0.25,0,0.25,0,0.3,,5.104256052,0
1,71,5.35,45,0,1,0,0,0.7,1,0.01,45,8,318896666.6,0.25,0,0.25,0,0.3,,4.193253841,0
1,72,5.55,75,0,1,0,0,0.7,1,0.01,45,5,659104167.4,0.25,0,0.25,0,0.3,,2.8329297,0
1,73,5.2,45,0,1,0,0,0.7,1,0.01,45,8,5638820862,0.25,0,0.25,0,0.3,,1.923235025,0
1,74,5,35,0,1,0,0,0.7,1,0.01,45,8,2.46E+13,0.25,0,0.25,0,0.3,,0.464381964,0
1,75,4.9,60,0,1,0,0,0.7,1,0.01,45,8,15191.14336,0.25,0,0.25,0,0.3,,42.02446357,0
1,76,5.2,60,0,1,0,0,0.7,1,0.01,45,8,35263383.44,0.25,0,0.25,0,0.3,,13.05181415,0
1,77,4.5,45,0,1,0,0,0.7,1,0.01,45,7,6409450933,0.25,0,0.25,0,0.3,,1.561977928,0
1,78,5.4,50,0,1,0,0,0.7,1,0.01,45,7,1.15E+11,0.25,0,0.25,0,0.3,,0.911109011,0
1,79,5.3,55,0,1,0,0,0.7,1,0.01,45,7,10649407207,0.25,0,0.25,0,0.3,,3.166496006,0
1,80,5.3756014,28.69389499,0,1,0,0,0.7,1,0.01,45,5,51549287813,0.25,0,0.25,0,0.3,,1.122503788,0
1,81,3.113693104,65.58658302,0,1,0,0,0.7,1,0.01,45,9,1.56E+16,0.25,0,0.25,0,0.3,,0.026911539,0
1,82,4.425003373,31.66549283,0,1,0,0,0.7,1,0.01,45,9,3.61E+15,0.25,0,0.25,0,0.3,,0.118429537,0
1,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2,1,6.38848,49.31147467,0,0.75,1,0,0.6,0.9,0.11,26,3,0,0.25,0,0.25,0.009582994,0.3,,14.74501,0
2,2,5.712,47.70412885,0,0.65,0.01,0,0.494912676,0.8,0.035,28,5,0,0.25,0,0.25,0.001131404,0.3,,17.28881,0
2,3,5.4264,50,0,0.75,0.03,0,0.972446938,0.9,0.09,27,4,0,0.25,0,0.25,0.001546279,0.3,,18.20371,0
2,4,5.9024,85,0,0.65,0.01,0,0.569465432,0.8,0.035,28,8,0,0.25,0,0.25,0.011489492,0.3,,8.493158331,0
2,5,5.9024,85,0,0.65,0.01,0,0.513231396,0.8,0.035,29,9,0,0.25,0,0.25,0.000991564,0.3,,16.21467917,0
2,6,6.2356,120,0,0.65,0.01,0,0.540830338,0.8,0.035,30,9,0,0.25,0,0.25,0.064998412,0.3,,4.793480001,0
2,7,5.193457334,47.70412885,0,0.6,0.01,0,0.493570621,0.8,0.01,50,5,7.063001676,0.25,0,0.25,0.000132166,0.3,,26.46508,0
2,8,5.8548,85,0,0.6,0.01,0,0.568761297,0.8,0.01,50,7,51.84037866,0.25,0,0.25,0.00033118,0.3,,18.12063166,0
2,9,5.8072,85,0,0.6,0.01,0,0.512779637,0.8,0.01,50,7,204.4082482,0.25,0,0.25,0.000139852,0.3,,22.91312083,0
2,10,6.2356,120,0,0.6,0.01,0,2.11E-11,0.8,0.01,50,4,145.4509573,0.25,0,0.25,0.0003881,0.3,,17.38902,0
2,11,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
2,12,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
2,13,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
2,14,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
2,15,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
2,16,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
2,17,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
2,18,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
2,19,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
2,20,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
2,21,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
2,22,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
2,23,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
2,24,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
2,25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
2,26,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
3,1,6.2685,15,0,0.9,1,0,0.699999996,0.7,0.13,35,2,0,0.25,0,0.25,19.12256775,0.3,,2.33103,0
3,2,6.208,9,0,0.9,1,0,0.54981516,0.7,0.13,35,1,0,0.25,0,0.25,0.338990694,0.3,,7.432753,0
3,3,5.408,20,0,0.2,0.14,0,0.091137977,1,0,34,6,0,0.25,0,0.25,1.35E-05,0.3,,75.711576,0
3,4,5.928,55,0,0.2,0.14,0,0.107108107,1,0,34,7,0,0.25,0,0.25,0.010849975,0.3,,9.382361247,0
3,5,5.824,55,0,0.2,0.01,0,0.144301257,1,0.01,34,7,0,0.25,0,0.25,11.14410283,0.3,,1.087810003,0
3,6,6.7,30,0,0.9,1,0,0.699999996,0.7,0.09,30,2,0,0.25,0,0.25,0,0.3,,0,0
3,7,6,10.1,0,0.9,1,0,0.54981516,0.6,0.09,30,1,0,0.25,0,0.25,0,0.3,,0,0
3,8,5.408,20,0,0.12,0.14,0,0.091137977,1,0,34,6,0,0.25,0.131956948,0.25,5.92E-07,0.3,150,338.932223,0
3,9,5.928,55,0,0.12,0.14,0,0.107108107,1,0,34,7,0,0.25,7834.682459,0.25,0.00350964,0.3,100,22.23598192,0
3,10,5.824,55,0,0.12,0.01,0,0.144301257,1,0.01,34,7,0,0.25,3184530037,0.25,145.0873756,0.3,80,0.85936162,0
3,11,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,0,0,0
3,12,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,0,0,0
3,13,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,0,0,0
3,14,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
3,15,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
3,16,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
3,17,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
3,18,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
3,19,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
3,20,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
3,21,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
3,22,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
3,23,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
3,24,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
3,25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
3,26,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
4,1,5.500687259,18.60139641,0,0.8,0.04,0,0.453822804,0.83,0.06,45,8,0,0.25,0,0.25,0.257757038,0.3,,3.966768,0
4,2,5.365463455,18.41763843,0,0.8,0.08,0,0.453822804,0.81,0.06,45,6,0,0.25,0,0.25,0.206623418,0.3,,4.413879,0
4,3,5.514097338,18.64191704,0,0.8,0.03,0,0.453822804,0.83,0.06,45,8,0,0.25,0,0.25,0.072058349,0.3,,5.428872,0
4,4,5.543693484,18.47682454,0,0.8,0.03,0,0.453822804,0.9,0.04,45,8,0,0.25,0,0.25,0.112069403,0.3,,5.475854,0
4,5,5.126375741,19.29256797,0,0.8,0.03,0,0.453822804,0.94,0.04,45,7,0,0.25,0,0.25,0.001227507,0.3,,19.98533225,0
4,6,5.330596655,15.82938507,0,0.8,0.03,0,0.453822804,0.93,0.04,45,8,0,0.25,0,0.25,0.004678512,0.3,,13.6356525,0
4,7,5.651963804,36.19230163,0,0.8,0.01,0,0.453822804,0.9,0.04,45,8,0,0.25,0,0.25,4628.85881,0.3,,0.1614545,0
4,8,4.968330197,32.21621451,0,0.8,0.01,0,0.453822804,0.93,0.04,45,8,0,0.25,0,0.25,236.9396917,0.3,,0.3934195,0
4,9,5.47592685,42.02034162,0,0.8,0.01,0,0.453822804,0.9,0.04,45,8,0,0.25,0,0.25,355086.9192,0.3,,0.0483895,0
4,10,5.500045268,19.92375427,0,0.8,0.01,0,0.453822804,0.9,0.04,45,8,0,0.25,0,0.25,0.21005808,0.3,,3.957752,0
4,11,5.288327226,31.86844851,0,0.8,0.01,0,0.453822804,0.91,0.04,45,8,0,0.25,0,0.25,0.045097735,0.3,,5.651536,0
4,12,5.729676659,28.55007424,0,0.8,0.01,0,0.453822804,0.89,0.04,45,8,0,0.25,0,0.25,7.364963634,0.3,,1.403672,0
4,13,5.526248516,47.62750313,0,0.8,0.01,0,0.453822804,0.9,0.04,45,8,0,0.25,0,0.25,11.29188383,0.3,,1.076912,0
4,14,5.649251872,36.95662972,0,0.8,0.01,0,0.453822804,0.9,0.04,45,8,0,0.25,0,0.25,0.098315761,0.3,,4.878836,0
4,15,5.525639848,35.96310825,0,0.8,0.01,0,0.453822804,0.9,0.04,60,8,0,0.25,0,0.25,6.005481387,0.3,,1.199544,0
4,16,5.849842803,27.04776735,0,0.8,0.05,0,0.453822804,0.7,0.08,60,7,0,0.25,0,0.25,118736.3999,0.3,,0.07633175,0
4,17,6.48217816,42.69027134,0,0.8,0.09,0,0.453822804,0.7,0.11,60,6,0,0.25,0,0.25,33.16730239,0.3,,1.061155,0
4,18,6.318729704,45.87291557,0,0.8,0.05,0,0.453822804,0.7,0.08,60,7,0,0.25,0,0.25,53669.63353,0.3,,0.0904465,0
4,19,5.500687259,18.60139641,0,0.7,0.04,0,0.453822804,1,0.01,60,8,30878178148,0.25,0,0.25,20.27729178,0.3,,0.897022,0
4,20,5.365463455,18.41763843,0,0.7,0.08,0,0.453822804,1,0.01,60,6,296479349.1,0.25,0,0.25,1.116614314,0.3,,2.746591,0
4,21,5.514097338,18.64191704,0,0.7,0.03,0,0.453822804,1,0.01,60,8,13645957577,0.25,0,0.25,10.289736,0.3,,1.103738,0
4,22,5.543693484,18.47682454,0,0.7,0.03,0,0.453822804,1,0.01,60,8,6523958.477,0.25,0,0.25,0.017685547,0.3,,7.523616,0
4,23,5.126375741,19.29256797,0,0.7,0.03,0,0.453822804,1,0.01,60,7,823.146493,0.25,0,0.25,1.54E-05,0.3,,64.43630775,0
4,24,5.330596655,15.82938507,0,0.7,0.03,0,0.453822804,1,0.01,60,8,96415.23545,0.25,0,0.25,0.000512017,0.3,,20.6288175,0
4,25,5.651963804,36.19230163,0,0.7,0.01,0,0.453822804,1,0.01,60,8,39477992.58,0.25,0,0.25,0.077797081,0.3,,4.6631355,0
4,26,4.968330197,32.21621451,0,0.7,0.01,0,0.453822804,1,0.01,60,8,407.4005178,0.25,0,0.25,4.90E-06,0.3,,70.2155105,0
4,27,5.47592685,42.02034162,0,0.7,0.01,0,0.453822804,1,0.01,60,8,19469070.15,0.25,0,0.25,0.041410139,0.3,,5.2288705,0
4,28,5.500045268,19.92375427,0,0.7,0.01,0,0.453822804,1,0.01,60,8,11619620.77,0.25,0,0.25,0.02831722,0.3,,6.412888,0
4,29,5.288327226,31.86844851,0,0.7,0.01,0,0.453822804,1,0.01,60,8,232342.2043,0.25,0,0.25,0.001023369,0.3,,15.581944,0
4,30,5.729676659,28.55007424,0,0.7,0.01,0,0.453822804,1,0.01,60,8,176206847.3,0.25,0,0.25,0.278543257,0.3,,3.350198,0
4,31,5.526248516,47.62750313,0,0.7,0.01,0,0.453822804,1,0.01,60,8,658637480.8,0.25,0,0.25,0.776414315,0.3,,2.157428,0
4,32,5.649251872,36.95662972,0,0.7,0.01,0,0.453822804,1,0.01,60,8,9022.13047,0.25,0,0.25,7.18E-05,0.3,,37.810094,0
4,33,5.525639848,35.96310825,0,0.7,0.01,0,0.453822804,1,0.01,60,8,226904577.9,0.25,0,0.25,0.327290855,0.3,,2.920126,0
4,34,5.849842803,27.04776735,0,0.7,0.05,0,0.453822804,1,0.01,60,7,1.34E+13,0.25,0,0.25,5423.709455,0.3,,0.20518825,0
4,35,6.48217816,42.69027134,0,0.7,0.09,0,0.453822804,1,0.01,60,6,6857703.52,0.25,0,0.25,0.054484384,0.3,,8.415325,0
4,36,6.318729704,45.87291557,0,0.7,0.05,0,0.453822804,1,0.01,60,7,2.91E+13,0.25,0,0.25,10686.51122,0.3,,0.1777635,0
5,1,7,200,0,0.65,0.01,0,0.580181038,1,0.06,28,10,0,0.25,0,0.25,5.08E-05,0.3,,51.04231222,0
5,2,7.812,200,0,0.65,0.01,0,0.511336582,1,0.06,28,10,0,0.25,0,0.25,0.299635714,0.3,,4.604404066,0
5,3,7.0525,225,0,0.65,0.01,0,0.547542072,1,0.06,28,10,0,0.25,0,0.25,0.001027251,0.3,,20.32037398,0
5,4,7.378,200,0,0.65,0.01,0,0.580120169,1,0.06,38,10,0,0.25,0,0.25,0.053115411,0.3,,6.309575783,0
5,5,7.2695,200,0,0.65,0.01,0,0.471919977,1,0.06,38,10,0,0.25,0,0.25,1.188775369,0.3,,2.373789175,0
5,6,7.2695,250,0,0.65,0.01,0,0.538072901,1,0.06,38,11,0,0.25,0,0.25,0.00125889,0.3,,17.00525164,0
5,7,7.0525,250,0,0.65,0.01,0,0.493143321,1,0.06,38,11,0,0.25,0,0.25,0.003189447,0.3,,12.13045577,0
5,8,7.595,200,0,0.65,0.01,0,0.668914956,1,0.01,55,10,40707.92902,0.25,0,0.25,9.13E-05,0.3,,42.56417073,0
5,9,7.812,200,0,0.65,0.01,0,0.550314829,1,0.01,55,10,2.17E+11,0.25,0,0.25,38.259722,0.3,,0.935332658,0
5,10,7.0525,225,0,0.65,0.01,0,0.589443045,1,0.01,55,10,76978.06298,0.25,0,0.25,0.000137538,0.3,,29.73740636,0
5,11,7.378,200,0,0.65,0.01,0,0.624320625,1,0.01,55,10,11684.92622,0.25,0,0.25,3.12E-05,0.3,,55.05069932,0
5,12,7.2695,200,0,0.65,0.01,0,0.491352526,1,0.01,55,10,320454.4809,0.25,0,0.25,0.000487966,0.3,,23.39683573,0
5,13,7.2695,250,0,0.65,0.01,0,0.560341274,1,0.01,55,11,1.239210641,0.25,0,0.25,8.82E-09,0.3,,493.376142,0
5,14,7.0525,250,0,0.65,0.01,0,0.515513972,1,0.01,55,11,1496.279501,0.25,0,0.25,3.15E-06,0.3,,79.27765053,0
5,15,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
5,16,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
5,17,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
5,18,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
5,19,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
5,20,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
5,21,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
5,22,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
5,23,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
5,24,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
5,25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
5,26,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.3,,0,0
6,1,6.1,55,0,0.9,0.03,0,0.800808375,1,0.11,40,8,0,0.25,0,0.25,3.20E-04,0.3,,34.28368288,0
6,2,5.4,30,0,0.8,0.01,0,0.659291447,1,0.1,40,7,0,0.25,0,0.25,5.80E-02,0.3,,6.684673515,0
6,3,5.95,40,0,0.8,0.01,0,0.621842725,1,0.1,40,8,0,0.25,0,0.25,6.42E-02,0.3,,6.600633604,0
6,4,6.7,55,0,0.9,0.01,0,0.486407493,1,0.1,45,10,0,0.25,0,0.25,0.002838034,0.3,,15.8321117,0
6,5,6.5,65,0,0.8,0.01,0,0.470875825,1,0.1,45,11,0,0.25,0,0.25,9.94E-04,0.3,,19.82870299,0
6,6,6.6,60,0,0.8,0.01,0,0.599970059,1,0.1,45,11,0,0.25,0,0.25,0.009552564,0.3,,10.22648531,0
6,7,6.45,50,0,0.9,0.01,0,0.624814045,1,0.1,45,9,0,0.25,0,0.25,0.068338909,0.3,,6.549124357,0
6,8,6.25,60,0,0.8,0.01,0,0.550673638,1,0.1,45,10,0,0.25,0,0.25,0.017478507,0.3,,7.758048761,0
6,9,6.525,55,0,0.8,0.01,0,0.531660771,1,0.1,45,10,0,0.25,0,0.25,2.732078782,0.3,,1.836366882,0
6,10,5.25,23.95026775,0,0.9,0.01,0,0.531660771,1,0.06,38,7,0,0.25,0,0.25,0.024797826,0.3,,8.609735604,0
6,11,4.75,18,0,0.8,0.01,0,0.531660771,1,0.06,38,8,0,0.25,0,0.25,0.001098427,0.3,,18.0388299,0
6,12,4.6,15,0,0.8,0.01,0,0.531660771,1,0.06,38,7,0,0.25,0,0.25,0.991897203,0.3,,2.616554493,0
6,13,6.1,46.94027472,0,0.9,0.01,0,0.531660771,1,0.06,35,9,0,0.25,0,0.25,0.038205504,0.3,,7.656750101,0
6,14,6.210380435,44.06664283,0,0.8,0.01,0,0.531660771,1,0.06,35,10,0,0.25,0,0.25,0.021181261,0.3,,8.006810036,0
6,15,5.3,26,0,0.8,0.01,0,0.531660771,1,0.06,35,10,0,0.25,0,0.25,0.213194683,0.3,,3.117999863,0
